date,start,end,n,filenames
"(2004, 11, 16)",17.416666666666668,19.083333333333332,2,"['A2004321172500.L2_LAC_OC.nc', 'A2004321190500.L2_LAC_OC.nc']"
"(2004, 11, 17)",18.166666666666668,18.166666666666668,1,['A2004322181000.L2_LAC_OC.nc']
"(2004, 11, 18)",17.25,18.833333333333332,2,"['A2004323185000.L2_LAC_OC.nc', 'A2004323171500.L2_LAC_OC.nc']"
"(2004, 11, 19)",17.916666666666668,17.916666666666668,1,['A2004324175500.L2_LAC_OC.nc']
"(2004, 11, 20)",18.666666666666668,18.666666666666668,1,['A2004325184000.L2_LAC_OC.nc']
"(2004, 11, 21)",17.75,17.75,1,['A2004326174500.L2_LAC_OC.nc']
"(2004, 11, 22)",18.416666666666668,18.5,2,"['A2004327182500.L2_LAC_OC.nc', 'A2004327183000.L2_LAC_OC.nc']"
"(2004, 11, 23)",17.5,17.583333333333332,2,"['A2004328173000.L2_LAC_OC.nc', 'A2004328173500.L2_LAC_OC.nc']"
"(2004, 11, 24)",18.25,18.25,1,['A2004329181500.L2_LAC_OC.nc']
"(2004, 11, 25)",17.333333333333332,19.0,2,"['A2004330190000.L2_LAC_OC.nc', 'A2004330172000.L2_LAC_OC.nc']"
"(2004, 11, 26)",18.0,18.083333333333332,2,"['A2004331180500.L2_LAC_OC.nc', 'A2004331180000.L2_LAC_OC.nc']"
"(2004, 11, 27)",18.75,18.75,1,['A2004332184500.L2_LAC_OC.nc']
"(2004, 11, 28)",17.833333333333332,17.833333333333332,1,['A2004333175000.L2_LAC_OC.nc']
"(2004, 11, 29)",18.583333333333332,18.583333333333332,1,['A2004334183500.L2_LAC_OC.nc']
"(2004, 11, 30)",17.666666666666668,17.666666666666668,1,['A2004335174000.L2_LAC_OC.nc']
"(2004, 12, 1)",18.333333333333332,18.333333333333332,1,['A2004336182000.L2_LAC_OC.nc']
"(2004, 12, 2)",17.416666666666668,19.083333333333332,2,"['A2004337172500.L2_LAC_OC.nc', 'A2004337190500.L2_LAC_OC.nc']"
"(2004, 12, 3)",18.166666666666668,18.166666666666668,1,['A2004338181000.L2_LAC_OC.nc']
"(2004, 12, 4)",17.25,18.833333333333332,2,"['A2004339185000.L2_LAC_OC.nc', 'A2004339171500.L2_LAC_OC.nc']"
"(2004, 12, 5)",17.916666666666668,17.916666666666668,1,['A2004340175500.L2_LAC_OC.nc']
"(2004, 12, 6)",18.666666666666668,18.666666666666668,1,['A2004341184000.L2_LAC_OC.nc']
"(2004, 12, 7)",17.75,17.75,1,['A2004342174500.L2_LAC_OC.nc']
"(2004, 12, 8)",18.416666666666668,18.5,2,"['A2004343182500.L2_LAC_OC.nc', 'A2004343183000.L2_LAC_OC.nc']"
"(2004, 12, 9)",17.5,17.583333333333332,2,"['A2004344173000.L2_LAC_OC.nc', 'A2004344173500.L2_LAC_OC.nc']"
"(2004, 12, 10)",18.25,18.25,1,['A2004345181500.L2_LAC_OC.nc']
"(2004, 12, 11)",17.333333333333332,19.0,2,"['A2004346190000.L2_LAC_OC.nc', 'A2004346172000.L2_LAC_OC.nc']"
"(2004, 12, 12)",18.0,18.083333333333332,2,"['A2004347180500.L2_LAC_OC.nc', 'A2004347180000.L2_LAC_OC.nc']"
"(2004, 12, 13)",17.166666666666668,18.75,2,"['A2004348184500.L2_LAC_OC.nc', 'A2004348171000.L2_LAC_OC.nc']"
"(2004, 12, 14)",17.833333333333332,17.833333333333332,1,['A2004349175000.L2_LAC_OC.nc']
"(2004, 12, 15)",18.583333333333332,18.583333333333332,1,['A2004350183500.L2_LAC_OC.nc']
"(2004, 12, 16)",17.666666666666668,17.666666666666668,1,['A2004351174000.L2_LAC_OC.nc']
"(2004, 12, 17)",18.333333333333332,18.333333333333332,1,['A2004352182000.L2_LAC_OC.nc']
"(2004, 12, 18)",17.416666666666668,19.083333333333332,2,"['A2004353190500.L2_LAC_OC.nc', 'A2004353172500.L2_LAC_OC.nc']"
"(2004, 12, 19)",18.166666666666668,18.166666666666668,1,['A2004354181000.L2_LAC_OC.nc']
"(2004, 12, 20)",17.25,18.833333333333332,2,"['A2004355171500.L2_LAC_OC.nc', 'A2004355185000.L2_LAC_OC.nc']"
"(2004, 12, 21)",17.916666666666668,17.916666666666668,1,['A2004356175500.L2_LAC_OC.nc']
"(2004, 12, 22)",18.666666666666668,18.666666666666668,1,['A2004357184000.L2_LAC_OC.nc']
"(2004, 12, 23)",17.75,17.75,1,['A2004358174500.L2_LAC_OC.nc']
"(2004, 12, 24)",18.416666666666668,18.416666666666668,1,['A2004359182500.L2_LAC_OC.nc']
"(2004, 12, 25)",17.5,17.583333333333332,2,"['A2004360173000.L2_LAC_OC.nc', 'A2004360173500.L2_LAC_OC.nc']"
"(2004, 12, 26)",18.25,18.25,1,['A2004361181500.L2_LAC_OC.nc']
"(2004, 12, 27)",17.333333333333332,19.0,3,"['A2004362185500.L2_LAC_OC.nc', 'A2004362172000.L2_LAC_OC.nc', 'A2004362190000.L2_LAC_OC.nc']"
"(2004, 12, 28)",18.0,18.083333333333332,2,"['A2004363180000.L2_LAC_OC.nc', 'A2004363180500.L2_LAC_OC.nc']"
"(2004, 12, 29)",17.166666666666668,18.75,2,"['A2004364171000.L2_LAC_OC.nc', 'A2004364184500.L2_LAC_OC.nc']"
"(2004, 12, 30)",17.833333333333332,17.833333333333332,1,['A2004365175000.L2_LAC_OC.nc']
"(2004, 12, 31)",18.583333333333332,18.583333333333332,1,['A2004366183500.L2_LAC_OC.nc']
"(2005, 1, 1)",17.666666666666668,17.666666666666668,1,['A2005001174000.L2_LAC_OC.nc']
"(2005, 1, 2)",18.333333333333332,18.333333333333332,1,['A2005002182000.L2_LAC_OC.nc']
"(2005, 1, 3)",17.416666666666668,19.083333333333332,2,"['A2005003172500.L2_LAC_OC.nc', 'A2005003190500.L2_LAC_OC.nc']"
"(2005, 1, 4)",18.166666666666668,18.166666666666668,1,['A2005004181000.L2_LAC_OC.nc']
"(2005, 1, 5)",17.25,18.833333333333332,2,"['A2005005185000.L2_LAC_OC.nc', 'A2005005171500.L2_LAC_OC.nc']"
"(2005, 1, 6)",17.916666666666668,17.916666666666668,1,['A2005006175500.L2_LAC_OC.nc']
"(2005, 1, 7)",18.666666666666668,18.666666666666668,1,['A2005007184000.L2_LAC_OC.nc']
"(2005, 1, 8)",17.75,17.75,1,['A2005008174500.L2_LAC_OC.nc']
"(2005, 1, 9)",18.416666666666668,18.416666666666668,1,['A2005009182500.L2_LAC_OC.nc']
"(2005, 1, 10)",17.5,17.5,1,['A2005010173000.L2_LAC_OC.nc']
"(2005, 1, 11)",18.25,18.25,1,['A2005011181500.L2_LAC_OC.nc']
"(2005, 1, 12)",17.333333333333332,19.0,2,"['A2005012190000.L2_LAC_OC.nc', 'A2005012172000.L2_LAC_OC.nc']"
"(2005, 1, 13)",18.0,18.083333333333332,2,"['A2005013180500.L2_LAC_OC.nc', 'A2005013180000.L2_LAC_OC.nc']"
"(2005, 1, 14)",17.166666666666668,18.75,2,"['A2005014184500.L2_LAC_OC.nc', 'A2005014171000.L2_LAC_OC.nc']"
"(2005, 1, 15)",17.833333333333332,17.833333333333332,1,['A2005015175000.L2_LAC_OC.nc']
"(2005, 1, 16)",18.583333333333332,18.583333333333332,1,['A2005016183500.L2_LAC_OC.nc']
"(2005, 1, 17)",17.666666666666668,17.666666666666668,1,['A2005017174000.L2_LAC_OC.nc']
"(2005, 1, 18)",18.333333333333332,18.333333333333332,1,['A2005018182000.L2_LAC_OC.nc']
"(2005, 1, 19)",17.416666666666668,19.083333333333332,2,"['A2005019190500.L2_LAC_OC.nc', 'A2005019172500.L2_LAC_OC.nc']"
"(2005, 1, 20)",18.166666666666668,18.166666666666668,1,['A2005020181000.L2_LAC_OC.nc']
"(2005, 1, 21)",17.25,18.833333333333332,2,"['A2005021171500.L2_LAC_OC.nc', 'A2005021185000.L2_LAC_OC.nc']"
"(2005, 1, 22)",17.916666666666668,17.916666666666668,1,['A2005022175500.L2_LAC_OC.nc']
"(2005, 1, 23)",18.666666666666668,18.666666666666668,1,['A2005023184000.L2_LAC_OC.nc']
"(2005, 1, 24)",17.75,17.75,1,['A2005024174500.L2_LAC_OC.nc']
"(2005, 1, 25)",18.416666666666668,18.416666666666668,1,['A2005025182500.L2_LAC_OC.nc']
"(2005, 1, 26)",17.5,17.5,1,['A2005026173000.L2_LAC_OC.nc']
"(2005, 1, 27)",18.25,18.25,1,['A2005027181500.L2_LAC_OC.nc']
"(2005, 1, 28)",17.333333333333332,19.0,3,"['A2005028190000.L2_LAC_OC.nc', 'A2005028172000.L2_LAC_OC.nc', 'A2005028185500.L2_LAC_OC.nc']"
"(2005, 1, 29)",18.0,18.083333333333332,2,"['A2005029180500.L2_LAC_OC.nc', 'A2005029180000.L2_LAC_OC.nc']"
"(2005, 1, 30)",17.166666666666668,18.75,2,"['A2005030184500.L2_LAC_OC.nc', 'A2005030171000.L2_LAC_OC.nc']"
"(2005, 1, 31)",17.833333333333332,17.833333333333332,1,['A2005031175000.L2_LAC_OC.nc']
"(2005, 2, 1)",18.583333333333332,18.583333333333332,1,['A2005032183500.L2_LAC_OC.nc']
"(2005, 2, 2)",17.583333333333332,17.666666666666668,2,"['A2005033174000.L2_LAC_OC.nc', 'A2005033173500.L2_LAC_OC.nc']"
"(2005, 2, 3)",18.333333333333332,18.333333333333332,1,['A2005034182000.L2_LAC_OC.nc']
"(2005, 2, 4)",17.416666666666668,19.083333333333332,2,"['A2005035172500.L2_LAC_OC.nc', 'A2005035190500.L2_LAC_OC.nc']"
"(2005, 2, 5)",18.166666666666668,18.166666666666668,1,['A2005036181000.L2_LAC_OC.nc']
"(2005, 2, 6)",17.25,18.833333333333332,2,"['A2005037185000.L2_LAC_OC.nc', 'A2005037171500.L2_LAC_OC.nc']"
"(2005, 2, 7)",17.916666666666668,17.916666666666668,1,['A2005038175500.L2_LAC_OC.nc']
"(2005, 2, 8)",18.666666666666668,18.666666666666668,1,['A2005039184000.L2_LAC_OC.nc']
"(2005, 2, 9)",17.75,17.75,1,['A2005040174500.L2_LAC_OC.nc']
"(2005, 2, 10)",18.416666666666668,18.416666666666668,1,['A2005041182500.L2_LAC_OC.nc']
"(2005, 2, 11)",17.5,17.5,1,['A2005042173000.L2_LAC_OC.nc']
"(2005, 2, 12)",18.25,18.25,1,['A2005043181500.L2_LAC_OC.nc']
"(2005, 2, 13)",17.333333333333332,19.0,3,"['A2005044185500.L2_LAC_OC.nc', 'A2005044190000.L2_LAC_OC.nc', 'A2005044172000.L2_LAC_OC.nc']"
"(2005, 2, 14)",18.0,18.083333333333332,2,"['A2005045180000.L2_LAC_OC.nc', 'A2005045180500.L2_LAC_OC.nc']"
"(2005, 2, 15)",17.166666666666668,18.75,2,"['A2005046171000.L2_LAC_OC.nc', 'A2005046184500.L2_LAC_OC.nc']"
"(2005, 2, 16)",17.833333333333332,17.833333333333332,1,['A2005047175000.L2_LAC_OC.nc']
"(2005, 2, 17)",18.5,18.583333333333332,2,"['A2005048183500.L2_LAC_OC.nc', 'A2005048183000.L2_LAC_OC.nc']"
"(2005, 2, 18)",17.583333333333332,17.666666666666668,2,"['A2005049174000.L2_LAC_OC.nc', 'A2005049173500.L2_LAC_OC.nc']"
"(2005, 2, 19)",18.333333333333332,18.333333333333332,1,['A2005050182000.L2_LAC_OC.nc']
"(2005, 2, 20)",17.416666666666668,19.083333333333332,2,"['A2005051172500.L2_LAC_OC.nc', 'A2005051190500.L2_LAC_OC.nc']"
"(2005, 2, 21)",18.166666666666668,18.166666666666668,1,['A2005052181000.L2_LAC_OC.nc']
"(2005, 2, 22)",17.25,18.833333333333332,2,"['A2005053185000.L2_LAC_OC.nc', 'A2005053171500.L2_LAC_OC.nc']"
"(2005, 2, 23)",17.916666666666668,17.916666666666668,1,['A2005054175500.L2_LAC_OC.nc']
"(2005, 2, 24)",18.666666666666668,18.666666666666668,1,['A2005055184000.L2_LAC_OC.nc']
"(2005, 2, 25)",17.75,17.75,1,['A2005056174500.L2_LAC_OC.nc']
"(2005, 2, 26)",18.416666666666668,18.416666666666668,1,['A2005057182500.L2_LAC_OC.nc']
"(2005, 2, 27)",17.5,17.5,1,['A2005058173000.L2_LAC_OC.nc']
"(2005, 2, 28)",18.25,18.25,1,['A2005059181500.L2_LAC_OC.nc']
"(2005, 3, 1)",17.333333333333332,18.916666666666668,2,"['A2005060185500.L2_LAC_OC.nc', 'A2005060172000.L2_LAC_OC.nc']"
"(2005, 3, 2)",18.0,18.0,1,['A2005061180000.L2_LAC_OC.nc']
"(2005, 3, 3)",17.083333333333332,18.75,2,"['A2005062170500.L2_LAC_OC.nc', 'A2005062184500.L2_LAC_OC.nc']"
"(2005, 3, 4)",17.833333333333332,17.833333333333332,1,['A2005063175000.L2_LAC_OC.nc']
"(2005, 3, 5)",18.5,18.583333333333332,2,"['A2005064183500.L2_LAC_OC.nc', 'A2005064183000.L2_LAC_OC.nc']"
"(2005, 3, 6)",17.583333333333332,17.666666666666668,2,"['A2005065174000.L2_LAC_OC.nc', 'A2005065173500.L2_LAC_OC.nc']"
"(2005, 3, 7)",18.333333333333332,18.333333333333332,1,['A2005066182000.L2_LAC_OC.nc']
"(2005, 3, 8)",17.416666666666668,19.083333333333332,2,"['A2005067172500.L2_LAC_OC.nc', 'A2005067190500.L2_LAC_OC.nc']"
"(2005, 3, 9)",18.166666666666668,18.166666666666668,1,['A2005068181000.L2_LAC_OC.nc']
"(2005, 3, 10)",17.25,18.833333333333332,2,"['A2005069185000.L2_LAC_OC.nc', 'A2005069171500.L2_LAC_OC.nc']"
"(2005, 3, 11)",17.916666666666668,17.916666666666668,1,['A2005070175500.L2_LAC_OC.nc']
"(2005, 3, 12)",18.666666666666668,18.666666666666668,1,['A2005071184000.L2_LAC_OC.nc']
"(2005, 3, 13)",17.75,17.75,1,['A2005072174500.L2_LAC_OC.nc']
"(2005, 3, 14)",18.416666666666668,18.416666666666668,1,['A2005073182500.L2_LAC_OC.nc']
"(2005, 3, 15)",17.5,17.5,1,['A2005074173000.L2_LAC_OC.nc']
"(2005, 3, 16)",18.25,18.25,1,['A2005075181500.L2_LAC_OC.nc']
"(2005, 3, 17)",17.333333333333332,19.0,3,"['A2005076185500.L2_LAC_OC.nc', 'A2005076172000.L2_LAC_OC.nc', 'A2005076190000.L2_LAC_OC.nc']"
"(2005, 3, 18)",18.0,18.0,1,['A2005077180000.L2_LAC_OC.nc']
"(2005, 3, 19)",17.083333333333332,18.75,2,"['A2005078184500.L2_LAC_OC.nc', 'A2005078170500.L2_LAC_OC.nc']"
"(2005, 3, 20)",17.833333333333332,17.833333333333332,1,['A2005079175000.L2_LAC_OC.nc']
"(2005, 3, 21)",18.5,18.583333333333332,2,"['A2005080183000.L2_LAC_OC.nc', 'A2005080183500.L2_LAC_OC.nc']"
"(2005, 3, 22)",17.583333333333332,17.666666666666668,2,"['A2005081173500.L2_LAC_OC.nc', 'A2005081174000.L2_LAC_OC.nc']"
"(2005, 3, 23)",18.333333333333332,18.333333333333332,1,['A2005082182000.L2_LAC_OC.nc']
"(2005, 3, 24)",17.416666666666668,19.083333333333332,2,"['A2005083190500.L2_LAC_OC.nc', 'A2005083172500.L2_LAC_OC.nc']"
"(2005, 3, 25)",18.166666666666668,18.166666666666668,1,['A2005084181000.L2_LAC_OC.nc']
"(2005, 3, 26)",17.25,18.833333333333332,2,"['A2005085171500.L2_LAC_OC.nc', 'A2005085185000.L2_LAC_OC.nc']"
"(2005, 3, 27)",17.916666666666668,17.916666666666668,1,['A2005086175500.L2_LAC_OC.nc']
"(2005, 3, 28)",18.666666666666668,18.666666666666668,1,['A2005087184000.L2_LAC_OC.nc']
"(2005, 3, 29)",17.75,17.75,1,['A2005088174500.L2_LAC_OC.nc']
"(2005, 3, 30)",18.416666666666668,18.416666666666668,1,['A2005089182500.L2_LAC_OC.nc']
"(2005, 3, 31)",17.5,17.5,1,['A2005090173000.L2_LAC_OC.nc']
"(2005, 4, 1)",18.25,18.25,1,['A2005091181500.L2_LAC_OC.nc']
"(2005, 4, 2)",17.333333333333332,19.0,3,"['A2005092190000.L2_LAC_OC.nc', 'A2005092172000.L2_LAC_OC.nc', 'A2005092185500.L2_LAC_OC.nc']"
"(2005, 4, 3)",18.0,18.0,1,['A2005093180000.L2_LAC_OC.nc']
"(2005, 4, 4)",17.083333333333332,18.75,2,"['A2005094170500.L2_LAC_OC.nc', 'A2005094184500.L2_LAC_OC.nc']"
"(2005, 4, 5)",17.833333333333332,17.833333333333332,1,['A2005095175000.L2_LAC_OC.nc']
"(2005, 4, 6)",18.5,18.583333333333332,2,"['A2005096183500.L2_LAC_OC.nc', 'A2005096183000.L2_LAC_OC.nc']"
"(2005, 4, 7)",17.583333333333332,17.666666666666668,2,"['A2005097174000.L2_LAC_OC.nc', 'A2005097173500.L2_LAC_OC.nc']"
"(2005, 4, 8)",18.333333333333332,18.333333333333332,1,['A2005098182000.L2_LAC_OC.nc']
"(2005, 4, 9)",17.416666666666668,19.083333333333332,2,"['A2005099172500.L2_LAC_OC.nc', 'A2005099190500.L2_LAC_OC.nc']"
"(2005, 4, 10)",18.166666666666668,18.166666666666668,1,['A2005100181000.L2_LAC_OC.nc']
"(2005, 4, 11)",17.25,18.833333333333332,2,"['A2005101185000.L2_LAC_OC.nc', 'A2005101171500.L2_LAC_OC.nc']"
"(2005, 4, 12)",17.916666666666668,17.916666666666668,1,['A2005102175500.L2_LAC_OC.nc']
"(2005, 4, 13)",18.666666666666668,18.666666666666668,1,['A2005103184000.L2_LAC_OC.nc']
"(2005, 4, 14)",17.75,17.75,1,['A2005104174500.L2_LAC_OC.nc']
"(2005, 4, 15)",18.416666666666668,18.416666666666668,1,['A2005105182500.L2_LAC_OC.nc']
"(2005, 4, 16)",17.5,17.5,1,['A2005106173000.L2_LAC_OC.nc']
"(2005, 4, 17)",18.25,18.25,1,['A2005107181500.L2_LAC_OC.nc']
"(2005, 4, 18)",17.333333333333332,18.916666666666668,2,"['A2005108185500.L2_LAC_OC.nc', 'A2005108172000.L2_LAC_OC.nc']"
"(2005, 4, 19)",18.0,18.0,1,['A2005109180000.L2_LAC_OC.nc']
"(2005, 4, 20)",17.083333333333332,18.75,2,"['A2005110170500.L2_LAC_OC.nc', 'A2005110184500.L2_LAC_OC.nc']"
"(2005, 4, 21)",17.833333333333332,17.833333333333332,1,['A2005111175000.L2_LAC_OC.nc']
"(2005, 4, 22)",18.5,18.583333333333332,2,"['A2005112183500.L2_LAC_OC.nc', 'A2005112183000.L2_LAC_OC.nc']"
"(2005, 4, 23)",17.583333333333332,17.666666666666668,2,"['A2005113174000.L2_LAC_OC.nc', 'A2005113173500.L2_LAC_OC.nc']"
"(2005, 4, 24)",18.333333333333332,18.333333333333332,1,['A2005114182000.L2_LAC_OC.nc']
"(2005, 4, 25)",17.416666666666668,19.083333333333332,2,"['A2005115172500.L2_LAC_OC.nc', 'A2005115190500.L2_LAC_OC.nc']"
"(2005, 4, 26)",18.083333333333332,18.166666666666668,2,"['A2005116180500.L2_LAC_OC.nc', 'A2005116181000.L2_LAC_OC.nc']"
"(2005, 4, 27)",17.25,18.833333333333332,2,"['A2005117171500.L2_LAC_OC.nc', 'A2005117185000.L2_LAC_OC.nc']"
"(2005, 4, 28)",17.916666666666668,17.916666666666668,1,['A2005118175500.L2_LAC_OC.nc']
"(2005, 4, 29)",18.666666666666668,18.666666666666668,1,['A2005119184000.L2_LAC_OC.nc']
"(2005, 4, 30)",17.75,17.75,1,['A2005120174500.L2_LAC_OC.nc']
"(2005, 5, 1)",18.416666666666668,18.416666666666668,1,['A2005121182500.L2_LAC_OC.nc']
"(2005, 5, 2)",17.5,17.5,1,['A2005122173000.L2_LAC_OC.nc']
"(2005, 5, 3)",18.25,18.25,1,['A2005123181500.L2_LAC_OC.nc']
"(2005, 5, 4)",17.333333333333332,18.916666666666668,2,"['A2005124172000.L2_LAC_OC.nc', 'A2005124185500.L2_LAC_OC.nc']"
"(2005, 5, 5)",18.0,18.0,1,['A2005125180000.L2_LAC_OC.nc']
"(2005, 5, 6)",17.083333333333332,18.75,2,"['A2005126184500.L2_LAC_OC.nc', 'A2005126170500.L2_LAC_OC.nc']"
"(2005, 5, 7)",17.833333333333332,17.833333333333332,1,['A2005127175000.L2_LAC_OC.nc']
"(2005, 5, 8)",18.5,18.5,1,['A2005128183000.L2_LAC_OC.nc']
"(2005, 5, 9)",17.583333333333332,17.583333333333332,1,['A2005129173500.L2_LAC_OC.nc']
"(2005, 5, 10)",18.333333333333332,18.333333333333332,1,['A2005130182000.L2_LAC_OC.nc']
"(2005, 5, 11)",17.416666666666668,19.083333333333332,3,"['A2005131190000.L2_LAC_OC.nc', 'A2005131190500.L2_LAC_OC.nc', 'A2005131172500.L2_LAC_OC.nc']"
"(2005, 5, 12)",18.083333333333332,18.166666666666668,2,"['A2005132180500.L2_LAC_OC.nc', 'A2005132181000.L2_LAC_OC.nc']"
"(2005, 5, 13)",17.166666666666668,18.833333333333332,3,"['A2005133185000.L2_LAC_OC.nc', 'A2005133171000.L2_LAC_OC.nc', 'A2005133171500.L2_LAC_OC.nc']"
"(2005, 5, 14)",17.916666666666668,17.916666666666668,1,['A2005134175500.L2_LAC_OC.nc']
"(2005, 5, 15)",18.666666666666668,18.666666666666668,1,['A2005135184000.L2_LAC_OC.nc']
"(2005, 5, 16)",17.75,17.75,1,['A2005136174500.L2_LAC_OC.nc']
"(2005, 5, 17)",18.416666666666668,18.416666666666668,1,['A2005137182500.L2_LAC_OC.nc']
"(2005, 5, 18)",17.5,17.5,1,['A2005138173000.L2_LAC_OC.nc']
"(2005, 5, 19)",18.25,18.25,1,['A2005139181500.L2_LAC_OC.nc']
"(2005, 5, 20)",17.333333333333332,18.916666666666668,2,"['A2005140185500.L2_LAC_OC.nc', 'A2005140172000.L2_LAC_OC.nc']"
"(2005, 5, 21)",18.0,18.0,1,['A2005141180000.L2_LAC_OC.nc']
"(2005, 5, 22)",17.083333333333332,18.75,2,"['A2005142170500.L2_LAC_OC.nc', 'A2005142184500.L2_LAC_OC.nc']"
"(2005, 5, 23)",17.833333333333332,17.833333333333332,1,['A2005143175000.L2_LAC_OC.nc']
"(2005, 5, 24)",18.5,18.5,1,['A2005144183000.L2_LAC_OC.nc']
"(2005, 5, 25)",17.583333333333332,17.583333333333332,1,['A2005145173500.L2_LAC_OC.nc']
"(2005, 5, 26)",18.333333333333332,18.333333333333332,1,['A2005146182000.L2_LAC_OC.nc']
"(2005, 5, 27)",17.416666666666668,19.083333333333332,2,"['A2005147172500.L2_LAC_OC.nc', 'A2005147190500.L2_LAC_OC.nc']"
"(2005, 5, 28)",18.083333333333332,18.166666666666668,2,"['A2005148180500.L2_LAC_OC.nc', 'A2005148181000.L2_LAC_OC.nc']"
"(2005, 5, 29)",17.25,18.833333333333332,2,"['A2005149171500.L2_LAC_OC.nc', 'A2005149185000.L2_LAC_OC.nc']"
"(2005, 5, 30)",17.916666666666668,17.916666666666668,1,['A2005150175500.L2_LAC_OC.nc']
"(2005, 5, 31)",18.666666666666668,18.666666666666668,1,['A2005151184000.L2_LAC_OC.nc']
"(2005, 6, 1)",17.75,17.75,1,['A2005152174500.L2_LAC_OC.nc']
"(2005, 6, 2)",18.416666666666668,18.416666666666668,1,['A2005153182500.L2_LAC_OC.nc']
"(2005, 6, 3)",17.5,17.5,1,['A2005154173000.L2_LAC_OC.nc']
"(2005, 6, 4)",18.25,18.25,1,['A2005155181500.L2_LAC_OC.nc']
"(2005, 6, 5)",17.333333333333332,18.916666666666668,2,"['A2005156172000.L2_LAC_OC.nc', 'A2005156185500.L2_LAC_OC.nc']"
"(2005, 6, 6)",18.0,18.0,1,['A2005157180000.L2_LAC_OC.nc']
"(2005, 6, 7)",17.083333333333332,18.75,2,"['A2005158184500.L2_LAC_OC.nc', 'A2005158170500.L2_LAC_OC.nc']"
"(2005, 6, 8)",17.833333333333332,17.833333333333332,1,['A2005159175000.L2_LAC_OC.nc']
"(2005, 6, 9)",18.5,18.583333333333332,2,"['A2005160183000.L2_LAC_OC.nc', 'A2005160183500.L2_LAC_OC.nc']"
"(2005, 6, 10)",17.583333333333332,17.666666666666668,2,"['A2005161173500.L2_LAC_OC.nc', 'A2005161174000.L2_LAC_OC.nc']"
"(2005, 6, 11)",18.333333333333332,18.333333333333332,1,['A2005162182000.L2_LAC_OC.nc']
"(2005, 6, 12)",17.416666666666668,19.083333333333332,2,"['A2005163190500.L2_LAC_OC.nc', 'A2005163172500.L2_LAC_OC.nc']"
"(2005, 6, 13)",18.083333333333332,18.166666666666668,2,"['A2005164181000.L2_LAC_OC.nc', 'A2005164180500.L2_LAC_OC.nc']"
"(2005, 6, 14)",17.25,18.833333333333332,2,"['A2005165185000.L2_LAC_OC.nc', 'A2005165171500.L2_LAC_OC.nc']"
"(2005, 6, 15)",17.916666666666668,17.916666666666668,1,['A2005166175500.L2_LAC_OC.nc']
"(2005, 6, 16)",18.666666666666668,18.666666666666668,1,['A2005167184000.L2_LAC_OC.nc']
"(2005, 6, 17)",17.75,17.75,1,['A2005168174500.L2_LAC_OC.nc']
"(2005, 6, 18)",18.416666666666668,18.416666666666668,1,['A2005169182500.L2_LAC_OC.nc']
"(2005, 6, 19)",17.5,17.5,1,['A2005170173000.L2_LAC_OC.nc']
"(2005, 6, 20)",18.25,18.25,1,['A2005171181500.L2_LAC_OC.nc']
"(2005, 6, 21)",17.333333333333332,18.916666666666668,2,"['A2005172185500.L2_LAC_OC.nc', 'A2005172172000.L2_LAC_OC.nc']"
"(2005, 6, 22)",18.0,18.0,1,['A2005173180000.L2_LAC_OC.nc']
"(2005, 6, 23)",17.083333333333332,18.75,2,"['A2005174170500.L2_LAC_OC.nc', 'A2005174184500.L2_LAC_OC.nc']"
"(2005, 6, 24)",17.833333333333332,17.833333333333332,1,['A2005175175000.L2_LAC_OC.nc']
"(2005, 6, 25)",18.5,18.583333333333332,2,"['A2005176183500.L2_LAC_OC.nc', 'A2005176183000.L2_LAC_OC.nc']"
"(2005, 6, 26)",17.583333333333332,17.666666666666668,2,"['A2005177174000.L2_LAC_OC.nc', 'A2005177173500.L2_LAC_OC.nc']"
"(2005, 6, 27)",18.333333333333332,18.333333333333332,1,['A2005178182000.L2_LAC_OC.nc']
"(2005, 6, 28)",17.416666666666668,19.083333333333332,2,"['A2005179172500.L2_LAC_OC.nc', 'A2005179190500.L2_LAC_OC.nc']"
"(2005, 6, 29)",18.083333333333332,18.166666666666668,2,"['A2005180180500.L2_LAC_OC.nc', 'A2005180181000.L2_LAC_OC.nc']"
"(2005, 6, 30)",17.25,18.833333333333332,2,"['A2005181171500.L2_LAC_OC.nc', 'A2005181185000.L2_LAC_OC.nc']"
"(2005, 7, 1)",17.916666666666668,17.916666666666668,1,['A2005182175500.L2_LAC_OC.nc']
"(2005, 7, 2)",18.666666666666668,18.666666666666668,1,['A2005183184000.L2_LAC_OC.nc']
"(2005, 7, 3)",17.75,17.75,1,['A2005184174500.L2_LAC_OC.nc']
"(2005, 7, 4)",18.416666666666668,18.416666666666668,1,['A2005185182500.L2_LAC_OC.nc']
"(2005, 7, 5)",17.5,17.5,1,['A2005186173000.L2_LAC_OC.nc']
"(2005, 7, 6)",18.25,18.25,1,['A2005187181500.L2_LAC_OC.nc']
"(2005, 7, 7)",17.333333333333332,18.916666666666668,2,"['A2005188172000.L2_LAC_OC.nc', 'A2005188185500.L2_LAC_OC.nc']"
"(2005, 7, 8)",18.0,18.0,1,['A2005189180000.L2_LAC_OC.nc']
"(2005, 7, 9)",17.083333333333332,18.75,2,"['A2005190184500.L2_LAC_OC.nc', 'A2005190170500.L2_LAC_OC.nc']"
